Unnamed: 0,City,Country,Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors,latitude,longitude,mean
202,Riga, Latvia,Europe,8.933000000000002,7.329,4.3505,1.358,2.3725,5.35275,7.363333333333333,7.6255,5.710000000000001,4.090999999999999,6.966,4.094500000000001,5.929,5.841000000000001,7.7065,6.884,5.5265,56.9493977,24.1051846,5.74
203,Rio De Janeiro, Brazil,South America,8.32,7.751,4.823,2.414,1.493,4.55325,4.036666666666666,5.2955,4.849666666666666,1.0175,3.32275,2.187,2.8454999999999995,2.338,8.6675,5.771500000000001,6.151999999999999,-22.9110137,-43.2093727,4.47
204,Riyadh, Saudi Arabia,Asia,8.6965,7.806000000000001,3.6915,2.022,2.4605,4.75325,6.103999999999999,7.583000000000001,6.085666666666666,0.5035,3.3512500000000003,7.042,10.0,4.13,5.843500000000001,2.9090000000000007,0.5,24.638916,46.7160104,4.92
205,Rochester, New York,North America,6.727,5.488,4.3355,1.505,1.398,1.90775,8.671,5.899,6.106,4.494999999999999,5.93525,6.5145,3.9205,5.551,5.335,5.9015,4.404,43.157285,-77.615214,4.95
206,Rome, Italy,Europe,5.6025,5.323,4.6745,1.013,6.4335,4.533250000000001,6.189666666666666,6.604500000000001,7.863666666666665,4.157000000000001,4.2765,3.3625,2.4365,4.491,9.11,6.2215,6.396000000000001,41.8933203,12.4829321,5.22
207,Rotterdam, Netherlands,Europe,6.0440000000000005,4.934000000000001,4.4305,2.83,8.1805,5.9670000000000005,8.836666666666666,8.268,8.329,4.306500000000001,7.08675,5.053000000000001,4.954999999999999,5.852500000000001,5.427499999999999,8.2805,4.280999999999999,51.9244424,4.47775,6.07
208,Saint Petersburg, Russia,Europe,8.3605,8.673,4.9825,0.0,5.8805,4.626,5.547,7.793000000000001,4.951999999999999,4.282,4.324250000000001,3.148,6.0445,5.6425,9.6535,4.338,5.385,59.938732,30.316229,5.51
209,Salt Lake City, Utah,North America,6.141000000000001,6.172000000000001,6.3,7.09,2.736999999999999,4.573999999999999,8.671,5.657,6.246333333333332,4.2805,6.21575,6.5145,4.204,6.810500000000001,5.932,8.6225,6.641000000000002,40.7596198,-111.8867975,6.05
210,San Antonio, Texas,North America,6.402000000000001,6.683,5.356,3.53,1.6815000000000002,4.96475,8.671,4.2165,6.307,4.151999999999999,6.201499999999999,6.5145,4.772,8.0745,6.6955,6.254,3.4185000000000003,29.4246002,-98.4951405,5.53
211,San Diego, California,North America,2.9335,5.156000000000001,8.3505,8.595,2.6220000000000003,4.40975,8.671,6.933,6.519666666666666,5.4575,7.26725,6.5145,4.488,5.999,8.21,8.5395,6.396000000000002,32.7174202,-117.1627728,6.3
212,San Francisco Bay Area, California,North America,1.0,2.618,10.0,10.0,3.654500000000001,4.687250000000001,8.671,5.7155000000000005,6.448999999999999,8.6245,6.4815000000000005,6.5145,4.488,5.605500000000001,9.407,8.012500000000001,7.014,37.7884969,-122.3558473,6.41
213,San Jose, Costa Rica,North America,8.1645,6.728000000000001,3.822,0.0,1.1915000000000002,3.83425,5.949666666666666,6.7090000000000005,7.432666666666666,1.2095,5.256249999999999,4.081499999999999,5.751999999999999,1.5155000000000003,6.866500000000001,8.938500000000001,2.7855,9.9325427,-84.0795782,4.72
214,San Juan, Puerto Rico,North America,7.427500000000001,5.98,1.4285,0.0,1.38,1.142,3.173,5.121000000000001,4.363333333333333,0.0,4.493250000000001,0.0,4.3965000000000005,4.273499999999999,6.839500000000001,3.66,5.3245000000000005,18.465299,-66.116666,3.48
215,San Luis Obispo, California,North America,1.7245,0.0,3.828,3.077,1.134,1.3922499999999998,8.671,8.058,5.871333333333332,3.6245,7.392000000000001,6.5145,4.488,7.935500000000001,2.7765,9.666,1.5075000000000005,35.3540209,-120.3757163,4.57
216,San Salvador, El Salvador,North America,8.8015,7.7429999999999986,1.6700000000000004,0.0,1.0595,4.6855,4.661333333333332,5.4025,5.558666666666666,0.0,1.00075,2.6590000000000003,5.5255,1.831,4.858499999999999,6.1275,1.9175,13.6989939,-89.1914249,3.74
217,Santiago, Chile,South America,8.3815,7.237,6.2305,1.0,2.5355,5.550999999999999,7.765,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,7.171500000000001,5.499999999999999,-33.4377756,-70.6504502,5.52
218,Santo Domingo, Dominican Republic,North America,9.289,8.076000000000002,2.2275,0.0,1.003,4.56525,4.412999999999999,5.779,5.026000000000001,0.5,2.3805,6.1135,5.768,4.221,5.796500000000001,5.1095000000000015,3.4175,18.4801972,-69.942111,4.34
219,Sao Paulo, Brazil,South America,8.316,7.823000000000001,6.6225000000000005,4.253000000000001,2.2655,4.412000000000001,2.781,5.2955,5.371999999999999,1.104,2.6535,2.187,2.8525,3.3895000000000004,8.789499999999999,6.8955,7.0775,-23.5506507,-46.6333824,4.83
220,Sarajevo, Bosnia and Herzegovina,Europe,9.6925,8.659,2.584,0.0,1.207,5.708000000000001,2.580333333333333,7.132999999999999,6.525666666666666,0.0,3.666,2.088,9.118,4.6475,5.9345,7.7365,2.8705000000000003,43.8519774,18.3866868,4.72
221,Saskatoon, Canada,North America,7.159500000000001,5.042000000000001,3.1145,0.0,1.2585000000000002,5.8055,8.966,6.638000000000001,7.513999999999999,5.344000000000001,7.757999999999999,5.8405000000000005,7.2745000000000015,4.890000000000001,1.0,7.335999999999999,0.5,52.131802,-106.660767,5.03
222,Seattle, Washington,North America,2.291,3.79,8.367,7.551000000000001,2.8845,4.523750000000001,8.671,5.6365,6.309666666666666,5.7145,7.560250000000001,6.5145,4.772,4.940499999999999,8.1155,8.0895,7.2094999999999985,47.6038321,-122.3300624,6.06
223,Seoul, South Korea,Asia,6.142500000000001,3.698000000000001,5.283500000000001,4.066000000000001,6.155999999999999,5.718999999999999,8.279333333333334,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,4.484,5.776,37.5666791,126.9782914,6.36
224,Seville, Spain,Europe,8.095500000000001,6.961,1.1475,0.0,3.4770000000000003,5.567000000000001,7.1196666666666655,8.929499999999999,8.221333333333332,4.259500000000001,7.220749999999999,4.296,3.894000000000001,6.1895,7.416,9.265,3.0330000000000004,37.3886303,-5.9953403,5.6
225,Shanghai, China,Asia,5.744,7.179,5.7255,9.288,6.862,5.0845,3.8956666666666666,7.2085,6.206,5.6995000000000005,2.83875,6.103,1.4959999999999998,2.636,6.693499999999999,2.741,5.717499999999999,31.2322758,121.4692071,5.36
226,Singapore, Singapore,Asia,1.745,3.4890000000000003,9.103000000000002,8.697,2.982,5.42725,9.724666666666666,9.9715,7.682666666666665,8.2465,7.95425,7.478500000000001,9.959,8.447,7.422499999999999,6.494999999999999,5.834,1.357107,103.8194992,7.1
227,Skopje, Macedonia,Europe,9.740500000000004,9.11,2.994,0.0,1.678,5.7365,6.882333333333333,7.2795,6.628666666666668,0.5,2.6492500000000003,4.1225000000000005,9.475,4.520499999999999,6.208000000000001,4.2895,3.302,41.9960924,21.4316495,5.01
228,Sofia, Bulgaria,Europe,9.306,8.55,4.691,3.1550000000000007,2.6665,5.622,5.295333333333333,7.550499999999999,5.586666666666666,2.0145,4.99925,3.25,8.720500000000001,6.272500000000001,5.318499999999999,6.740500000000001,4.0565,42.6978634,23.3221789,5.52
229,St. Louis, Missouri,North America,6.958,5.504,5.424000000000001,3.885,2.5315,5.085500000000001,8.671,3.880500000000001,6.669999999999999,5.2715,7.37425,6.5145,4.062,8.909,7.642500000000001,4.376,4.8285,38.6529545,-90.24111656024635,5.75
230,Stockholm, Sweden,Europe,4.865,4.36,6.267,6.229,6.2255,5.685500000000001,9.568999999999996,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,5.719500000000001,4.494,59.3251172,18.0710935,6.29
231,Stuttgart, Germany,Europe,6.314000000000001,5.673000000000002,3.7565,1.936,5.9645,6.205499999999999,9.072333333333331,8.269500000000003,7.851333333333333,5.0505,7.225,5.373500000000001,3.9035,5.124,5.556,7.533499999999998,3.9495,48.7784485,9.1800132,5.81
232,Sydney, Australia,Oceania,1.9865,4.128,8.726500000000001,6.427000000000001,3.285,4.851,9.399666666666668,7.5710000000000015,8.033666666666665,6.725500000000001,7.81675,6.0695000000000014,4.5885,4.7365,6.2275,7.032500000000001,6.2635,-33.8548157,151.2164539,6.11
233,Taipei, Taiwan,Asia,7.977,5.644,5.468500000000001,2.7810000000000006,2.5105,5.6065,8.341666666666667,9.542,5.905333333333333,5.589500000000001,6.23575,6.6355,7.333,5.2315000000000005,7.2635,8.0435,5.5885,25.0375198,121.5636796,6.22
234,Tallinn, Estonia,Europe,8.376500000000002,6.931000000000001,5.356,5.829,1.9705,5.932500000000001,8.129333333333333,9.4255,7.366333333333333,5.355,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,7.838500000000001,4.5355,59.4372155,24.7453688,6.28
235,Tampa Bay Area, Florida,North America,5.696,5.253,6.347,3.778000000000001,2.9055000000000004,1.40075,8.671,4.706499999999999,6.572999999999999,4.2805,7.37875,6.5145,4.772,7.195,6.433999999999999,5.360000000000001,5.497,27.89799165,-82.51906446720005,5.46
236,Tampere, Finland,Europe,6.936,4.622,2.606,2.5490000000000004,2.848,6.3495,9.450666666666669,8.689000000000002,8.316333333333333,5.3895,8.922,3.921,4.8785,5.792000000000001,4.187000000000001,8.290500000000002,4.571000000000001,61.4980214,23.7603118,5.79
237,Tartu, Estonia,Europe,8.961000000000002,7.47,2.778,0.0,1.414,6.441,8.129333333333333,9.3765,8.395,5.4035,9.416,4.1850000000000005,5.341,4.3005,4.081,7.483,3.499,58.3801207,26.72245,5.69
238,Tashkent, Uzbekistan,Asia,5.0,0.0,1.783,0.0,2.7375000000000007,0.0,5.175333333333333,8.9045,3.693333333333333,0.0,6.555499999999999,5.5375,6.0145,1.2425000000000002,3.1760000000000006,6.1705,4.2425,41.3123363,69.2787079,3.55
239,Tbilisi, Georgia,Europe,9.4905,9.765,3.1485000000000007,0.0,2.2510000000000003,5.64425,7.863333333333332,9.506,5.052333333333334,0.8625,3.19675,4.2525,8.055000000000001,4.087,4.919,8.197499999999998,5.477500000000001,41.6934591,44.8014495,5.4
240,Tehran, Iran,Asia,8.302999999999999,9.544,4.386500000000001,0.0,3.175,3.7995,4.342666666666666,6.792999999999999,5.312333333333332,0.51,2.9425,3.9435,4.0525,1.5759999999999998,6.521,4.2225,5.499999999999999,35.6892523,51.3896004,4.41
241,Tel Aviv, Israel,Asia,4.91,4.370000000000001,7.3265,9.16,3.345,4.994249999999999,6.789999999999999,8.0065,8.338,3.766500000000001,6.02675,5.0265,6.9175,2.566,5.3335,5.516,5.4125,32.0852997,34.7818064,5.76
242,The Hague, Netherlands,Europe,6.053000000000001,4.653,3.864,1.107,8.000500000000002,5.061000000000001,8.836666666666666,8.789000000000001,8.213999999999999,4.306500000000001,8.283750000000001,5.053000000000001,4.954999999999999,6.5135000000000005,5.0145,8.552999999999999,4.924,52.0799838,4.3113461,6.02
243,Thessaloniki, Greece,Europe,9.3775,6.6000000000000005,3.250000000000001,0.0,2.2604999999999995,5.91375,6.168999999999999,7.992,7.508999999999999,3.1635,3.33825,3.3199999999999994,4.1665,2.596,7.689000000000002,7.523499999999999,4.665000000000001,40.6403167,22.9352716,5.04
244,Tokyo, Japan,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225,35.6828387,139.7594549,6.55
245,Toronto, Canada,North America,4.66,5.271,9.981,7.602000000000001,4.335000000000001,4.683000000000001,8.966,7.693500000000001,8.063666666666666,7.602500000000001,7.1775,5.8405000000000005,7.2745000000000015,4.383,7.826,7.928000000000002,5.594,43.6534817,-79.3839347,6.76
246,Toulouse, France,Europe,7.544,4.552,3.577,2.042,5.1265,5.06775,8.088333333333333,6.967,8.831999999999999,4.442,5.079750000000001,4.2045,2.648000000000001,4.622000000000001,4.1370000000000005,7.6335,3.3040000000000003,43.6044622,1.4442469,5.17
247,Tunis, Tunisia,Africa,9.968,9.998,2.969,0.0,2.6080000000000005,5.614500000000001,6.621666666666667,8.291500000000001,6.2926666666666655,0.5,3.27975,3.0920000000000005,2.599,1.0725,5.742500000000001,4.727,5.365500000000001,33.8439408,9.400138,4.64
248,Turin, Italy,Europe,8.069500000000001,5.612,3.250000000000001,0.0,3.1495,5.60925,6.189666666666666,6.252000000000001,8.367666666666667,4.1015,3.8855,3.3625,2.4365,2.369,7.061,5.777000000000001,5.705,45.0677551,7.6824892,4.78
249,Turku, Finland,Europe,7.534000000000002,5.07,1.8795,1.773,3.224,6.7285,9.450666666666669,9.1755,8.712666666666667,5.347499999999999,9.10475,3.921,4.8785,6.6825,5.0975,7.751499999999999,4.5375,60.4517531,22.2670522,5.94
250,Uppsala, Sweden,Europe,7.16,5.442,1.4285,0.0,4.7485,5.9750000000000005,9.568999999999996,7.850000000000001,8.152666666666665,5.2045,8.5815,5.694499999999999,2.7495000000000003,5.854,3.427,6.950500000000001,3.4665,59.8586126,17.6387436,5.43
251,Utrecht, Netherlands,Europe,5.4665,4.604,3.915,1.9290000000000005,8.0725,5.9902500000000005,8.836666666666666,8.631,8.394,5.5915,8.0955,5.053000000000001,4.954999999999999,6.676,5.373,8.5655,4.6965,52.080985600000005,5.12768396945229,6.17
252,Valencia, Spain,Europe,8.135500000000002,6.872,1.747,2.583,3.4840000000000004,5.809000000000001,7.1196666666666655,7.786499999999999,8.885666666666665,4.266000000000001,5.94225,4.296,3.894000000000001,9.14,7.078000000000001,7.935,6.331500000000001,39.4697065,-0.3763353,5.96
253,Valletta, Malta,Europe,3.1530000000000005,0.0,3.9095,2.148,1.889,0.0,5.377,8.518,8.107,2.8195,3.77575,5.5395,5.783499999999999,3.2015,5.827,7.562999999999999,4.716999999999999,35.8989818,14.5136759,4.26
254,Vancouver, Canada,North America,4.080500000000001,5.259,8.17,5.8420000000000005,2.771,4.93675,8.966,7.5695,8.037666666666665,6.889000000000001,8.42325,5.8405000000000005,7.2745000000000015,4.550500000000001,5.7170000000000005,8.295,7.4,49.2608724,-123.113952,6.48
255,Victoria, Canada,North America,5.696,5.703,4.479,2.719,1.4945,5.226000000000001,8.966,7.808000000000001,7.693,5.3815,9.29475,5.8405000000000005,7.2745000000000015,6.194999999999999,4.523000000000001,8.7825,4.3555,48.4283182,-123.3649533,5.97
256,Vienna, Austria,Europe,6.314000000000001,5.111,5.798000000000001,3.6350000000000007,8.0315,6.21325,7.596,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,8.963999999999999,5.294499999999999,48.2083537,16.3725042,6.47
257,Vilnius, Lithuania,Europe,8.621,7.576,4.223,2.8280000000000003,2.105,5.9277500000000005,7.600333333333332,8.857,6.330666666666666,3.7,8.71775,4.691,6.592499999999999,7.9265,5.198500000000001,7.393,4.106,54.6870458,25.2829111,6.03
258,Warsaw, Poland,Europe,7.8695,8.192,6.121500000000001,1.853,3.864,5.202999999999999,5.7043333333333335,8.6995,6.881666666666666,4.668500000000001,6.388999999999999,4.7615,5.097,6.0,7.3355000000000015,4.636000000000001,4.961,52.2319581,21.0067249,5.78
259,Washington, District of Columbia,North America,1.2105,3.595,8.774000000000001,8.056,4.505000000000001,4.457000000000001,8.671,2.1915,6.257999999999999,5.968500000000001,6.99375,6.5145,4.062,3.825500000000001,10.0,6.5495,5.023499999999999,38.8950368,-77.0365427,5.69
260,Wellington, New Zealand,Oceania,5.134499999999999,5.161,2.4715,1.753,0.8525,6.039750000000001,10.0,8.223,8.078333333333331,4.756,9.60925,5.505500000000001,5.9315,5.1745,4.599,8.116000000000001,6.397,-41.2887953,174.7772114,5.76
261,Winnipeg, Canada,North America,7.552500000000001,5.882,3.7965,0.0,1.4754999999999998,5.104500000000001,8.966,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,6.659000000000001,4.243,49.8955367,-97.1384584,5.37
262,Wroclaw, Poland,Europe,8.452,8.434000000000001,3.5860000000000003,2.386,2.2445,4.954750000000001,5.7043333333333335,8.165500000000002,6.7813333333333325,4.161500000000001,4.96475,4.7615,5.097,5.761500000000001,4.7495,3.9045,4.085,51.1089776,17.0326689,5.19
263,Yerevan, Armenia,Asia,9.6945,9.431,3.9265,0.0,1.7870000000000004,5.64925,6.501,8.873000000000001,5.102,0.0,4.439500000000002,3.458,8.055000000000001,3.9,4.737000000000001,7.346500000000001,7.7765,40.1776245,44.5126174,5.34
264,Zagreb, Croatia,Europe,8.91,7.193999999999999,4.453,1.775,2.028,4.830000000000001,5.720333333333333,8.6575,7.266,3.211,7.331500000000001,2.2365,7.993499999999999,5.0335,4.9945,7.954500000000001,4.809,45.8131847,15.9771774,5.56
265,Zurich, Switzerland,Europe,1.473,1.0,6.203500000000001,3.872,7.733499999999999,5.839499999999999,8.888,9.0665,7.670333333333332,7.2875,8.642999999999999,6.552,6.4285000000000005,7.2675,4.9655000000000005,8.7845,5.401,47.3744489,8.5410422,6.3
